T58_L332 	9.09532158559
T58_L143 	10.6897620202
T58_L263 	10.7466589094
T58_L206 	12.687354067
T58_L275 	13.7927893584
T58_L236 	14.0513016162
T58_L110 	14.4114451128
T58_L208 	14.5309590152
T58_L265 	14.6259171338
T58_L126 	14.8361860215
T58_L446 	15.5749201883
T58_L297 	15.6197374808
T58_L411 	15.7166866316
T58_L24 	16.3636856516
T58_L468 	16.4629848087
T58_L152 	16.5971078873
T58_L16 	16.7164013329
T58_L174 	17.0411815156
T58_L408 	17.3207953196
T58_L155 	17.3986393054
T58_L118 	18.0249682502
T58_L145 	18.0930841766
T58_L259 	18.2372503018
T58_L165 	18.2466832197
T58_L412 	18.2645187595
T58_L170 	18.2719138928
T58_L384 	18.3675513115
T58_L406 	18.4237285766
T58_L212 	18.4457910458
T58_L136 	18.5134556111
T58_L195 	18.5612004561
T58_L176 	18.6603750905
T58_L470 	18.6930416142
T58_L95 	18.7281498907
T58_L421 	18.818463928
T58_L262 	18.8353748491
T58_L157 	18.9472639627
T58_L12 	18.9900032782
T58_L90 	19.017793982
T58_L98 	19.2282819891
T58_L161 	19.3355355072
T58_L260 	19.5181883942
T58_L78 	19.5478361802
T58_L404 	19.6261196192
T58_L234 	19.8304890452
T58_L50 	19.8618074787
T58_L101 	19.8759976407
T58_L29 	20.1272186583
T58_L171 	20.1744599778
T58_L416 	20.4009921233
T58_L414 	20.4267100702
T58_L454 	20.4368137389
T58_L403 	20.5131714286
T58_L417 	20.5836144021
T58_L324 	20.6399176823
T58_L418 	20.6599131731
T58_L10 	20.7826028638
T58_L267 	20.8015083732
T58_L22 	20.9341042306
T58_L203 	20.9630213115
T58_L1 	20.9754062456
T58_L68 	21.0101942982
T58_L227 	21.2070669474
T58_L237 	21.2609192922
T58_L97 	21.3398731151
T58_L453 	21.3875325724
T58_L338 	21.6152072982
T58_L429 	21.624396612
T58_L353 	21.6641512458
T58_L64 	21.8365464115
T58_L127 	21.8416992481
T58_L462 	21.9184734426
T58_L223 	21.9247467606
T58_L295 	21.9683704144
T58_L6 	22.009666933
T58_L306 	22.1042807039
T58_L458 	22.1745329221
T58_L388 	22.176203691
T58_L87 	22.2404713462
T58_L62 	22.2619537936
T58_L39 	22.3075964211
T58_L405 	22.4068681052
T58_L357 	22.5436587975
T58_L168 	22.6824798122
T58_L465 	22.7270848941
T58_L14 	22.8987157278
T58_L65 	23.0885449391
T58_L433 	23.1205266917
T58_L31 	23.1273501296
T58_L225 	23.1443032468
T58_L231 	23.1997161058
T58_L151 	23.2460316549
T58_L94 	23.2929105894
T58_L301 	23.2976665493
T58_L229 	23.3227668489
T58_L184 	23.3648300481
T58_L214 	23.3706670161
T58_L21 	23.4156451152
T58_L217 	23.4269682162
T58_L365 	23.5402360237
T58_L244 	23.5498035577
T58_L423 	23.6298698906
T58_L233 	23.6771154035
T58_L302 	23.7694197108
T58_L177 	23.7965603051
T58_L80 	23.8908398313
T58_L359 	23.9070737596
T58_L25 	24.1632218781
T58_L99 	24.2132299519
T58_L360 	24.2675705742
T58_L49 	24.3306663063
T58_L20 	24.3427587387
T58_L128 	24.3466667203
T58_L179 	24.3960264211
T58_L475 	24.4837388525
T58_L251 	24.5889594742
T58_L310 	24.621445545
T58_L35 	24.6414268626
T58_L142 	24.6814823992
T58_L131 	24.6848739726
T58_L322 	24.7349896787
T58_L255 	24.7756909445
T58_L347 	24.7796596737
T58_L438 	24.816953193
T58_L378 	24.8305961053
T58_L371 	24.9362304853
T58_L343 	24.9809745614
T58_L226 	25.024580973
T58_L28 	25.0268834166
T58_L158 	25.0754712702
T58_L284 	25.0792262557
T58_L220 	25.164177345
T58_L199 	25.2223459273
T58_L269 	25.2446398572
T58_L286 	25.2918219298
T58_L394 	25.3258924638
T58_L424 	25.3268051228
T58_L266 	25.3290756497
T58_L315 	25.3979599068
T58_L84 	25.542651831
T58_L36 	25.5524321127
T58_L253 	25.6307799416
T58_L58 	25.6493897787
T58_L289 	25.6925316468
T58_L307 	25.7160845853
T58_L294 	25.7844045479
T58_L348 	25.8368872123
T58_L425 	25.8504595698
T58_L125 	25.9171394977
T58_L196 	25.9416976842
T58_L47 	25.9588386014
T58_L230 	26.0180682523
T58_L215 	26.0522804324
T58_L9 	26.057937045
T58_L4 	26.0860032793
T58_L238 	26.1096161189
T58_L18 	26.1097423888
T58_L422 	26.119660759
T58_L37 	26.1831118143
T58_L399 	26.2721733544
T58_L122 	26.2956232068
T58_L192 	26.3135063568
T58_L464 	26.3417905626
T58_L282 	26.3618220113
T58_L56 	26.3618398731
T58_L386 	26.3849814163
T58_L309 	26.4012514286
T58_L336 	26.4057651321
T58_L370 	26.4194127451
T58_L258 	26.4527435765
T58_L106 	26.4749714054
T58_L23 	26.4984373905
T58_L449 	26.549563896
T58_L398 	26.5570633394
T58_L200 	26.6100509859
T58_L271 	26.6553059978
T58_L320 	26.6667121668
T58_L30 	26.6990041625
T58_L352 	26.717725398
T58_L277 	26.7199408475
T58_L467 	26.7679852885
T58_L8 	26.7723215846
T58_L328 	26.8114178018
T58_L13 	26.8301436774
T58_L119 	26.8790609127
T58_L316 	26.9651494414
T58_L228 	26.9815670631
T58_L129 	27.0109889671
T58_L185 	27.0182128717
T58_L442 	27.0331519517
T58_L197 	27.086947952
T58_L59 	27.1269706627
T58_L400 	27.1416835768
T58_L335 	27.152192656
T58_L373 	27.1575232632
T58_L313 	27.2728309457
T58_L207 	27.3915366633
T58_L107 	27.5075958524
T58_L305 	27.5867163509
T58_L379 	27.649598882
T58_L382 	27.6655463423
T58_L279 	27.7221009324
T58_L362 	27.7618992793
T58_L401 	27.7629870423
T58_L440 	27.7856082316
T58_L361 	27.8350207568
T58_L17 	27.8812261014
T58_L72 	27.8933924742
T58_L396 	27.8970127565
T58_L156 	27.9008022105
T58_L346 	27.9286073161
T58_L317 	27.9939165414
T58_L210 	27.9948525151
T58_L132 	28.0135156177
T58_L356 	28.0302864124
T58_L312 	28.083327856
T58_L246 	28.0881092276
T58_L137 	28.0947072793
T58_L42 	28.1049556842
T58_L34 	28.1367918038
T58_L51 	28.2045292854
T58_L392 	28.2544946686
T58_L235 	28.2985902807
T58_L274 	28.2996568772
T58_L41 	28.3146631064
T58_L390 	28.3743334586
T58_L216 	28.3822081681
T58_L340 	28.4117497268
T58_L319 	28.4605427134
T58_L452 	28.5143974692
T58_L303 	28.5527662342
T58_L441 	28.6546642973
T58_L194 	28.6653176448
T58_L148 	28.6682891661
T58_L325 	28.676373937
T58_L178 	28.6903657915
T58_L434 	28.7173826731
T58_L413 	28.7795879692
T58_L102 	28.7912297658
T58_L254 	28.8127377273
T58_L204 	28.9413972252
T58_L134 	28.9875366197
T58_L211 	29.0109884058
T58_L67 	29.0326320886
T58_L169 	29.0469643836
T58_L385 	29.0993516063
T58_L436 	29.108094246
T58_L133 	29.1082676008
T58_L144 	29.1198549896
T58_L74 	29.1250352359
T58_L219 	29.1251963561
T58_L410 	29.2712752684
T58_L321 	29.2713194836
T58_L288 	29.2730687127
T58_L292 	29.3015924375
T58_L276 	29.3210931519
T58_L105 	29.4505892356
T58_L60 	29.4656728415
T58_L393 	29.5183023044
T58_L270 	29.5330353247
T58_L201 	29.5413496836
T58_L431 	29.5414226931
T58_L76 	29.6149625
T58_L329 	29.6228225266
T58_L150 	29.6321507825
T58_L463 	29.7495742455
T58_L256 	29.7506026501
T58_L38 	29.7689639361
T58_L7 	29.7908538018
T58_L75 	29.8226969697
T58_L323 	29.8295608893
T58_L117 	29.9253536797
T58_L83 	29.9262007405
T58_L26 	30.0232868079
T58_L299 	30.0968864311
T58_L190 	30.1403635028
T58_L113 	30.2666705946
T58_L91 	30.3133636523
T58_L264 	30.4169661261
T58_L114 	30.4366759241
T58_L304 	30.4443414747
T58_L70 	30.5407132075
T58_L138 	30.5497141148
T58_L40 	30.5770541707
T58_L15 	30.7160327751
T58_L447 	30.7693155711
T58_L308 	30.8427330536
T58_L287 	30.8628390596
T58_L395 	30.8797685689
T58_L180 	30.9428359114
T58_L104 	30.94666375
T58_L120 	31.0157744869
T58_L124 	31.0296425974
T58_L159 	31.0904578018
T58_L285 	31.1404592072
T58_L209 	31.1530014281
T58_L162 	31.1606892153
T58_L189 	31.1885862456
T58_L218 	31.2895027137
T58_L88 	31.3198896446
T58_L147 	31.3433345272
T58_L389 	31.3869745536
T58_L331 	31.3981147826
T58_L257 	31.4440130435
T58_L135 	31.4457592541
T58_L374 	31.4999732003
T58_L350 	31.5004302119
T58_L402 	31.5387854414
T58_L298 	31.571654853
T58_L240 	31.613611033
T58_L3 	31.6494332334
T58_L111 	31.6529317384
T58_L66 	31.6579820776
T58_L52 	31.6823931073
T58_L57 	31.6900490781
T58_L82 	31.7330460351
T58_L342 	31.7722096842
T58_L186 	31.8329964702
T58_L391 	31.9751867867
T58_L345 	32.0232158954
T58_L354 	32.071625723
T58_L387 	32.0835034135
T58_L242 	32.2666221463
T58_L419 	32.4164176097
T58_L327 	32.4502344839
T58_L296 	32.5854823308
T58_L435 	32.7113626667
T58_L457 	32.7711581754
T58_L409 	32.7834142017
T58_L337 	32.7871652982
T58_L182 	32.8511071203
T58_L163 	32.8542650763
T58_L239 	32.903920207
T58_L154 	33.0387130526
T58_L364 	33.1261947744
T58_L333 	33.1945936937
T58_L344 	33.2258831884
T58_L268 	33.2479167345
T58_L5 	33.4387101846
T58_L415 	33.7762028366
T58_L377 	33.862285009
T58_L397 	33.879443036
T58_L460 	33.9154885167
T58_L193 	34.1406602504
T58_L283 	34.1671218596
T58_L428 	34.3768960385
T58_L146 	34.4603223629
T58_L100 	34.8761694064
T58_L476 	34.9234187343
T58_L426 	34.9241448352
T58_L81 	34.9305372636
T58_L249 	34.9337744169
T58_L474 	35.0433460807
T58_L121 	35.1575597533
T58_L381 	35.3396900626
T58_L366 	35.3817643964
T58_L112 	35.3918249907
T58_L358 	35.5106418046
T58_L250 	35.7817504505
T58_L140 	35.9371853286
T58_L248 	36.4231139545
T58_L349 	36.511652418
T58_L32 	36.5997708861
T58_L243 	36.7421360902
T58_L380 	36.8291156396
T58_L437 	36.8597047115
T58_L173 	36.8971435815
T58_L443 	36.9287593607
T58_L326 	36.9315911066
T58_L188 	36.9723388835
T58_L369 	37.0185398741
T58_L427 	37.0406519608
T58_L291 	37.2843683055
T58_L160 	37.7275468354
T58_L456 	37.7752565336
T58_L202 	37.8141525154
T58_L461 	37.889181532
T58_L459 	37.9280828974
T58_L164 	38.658326294
T58_L451 	39.2353397838
T58_L444 	39.2631089967
T58_L46 	39.4092082837
T58_L471 	39.4295392217
T58_L383 	39.8451870538
T58_L466 	39.9316869523
T58_L109 	40.2125721585
T58_L247 	41.1436268626
T58_L123 	42.8234323543
T58_L175 	46.4640062785
T58_L181 	77.9052324367
